member,material,burst_kHz,level,capture_index,selected
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_27.csv,pure_water,4,60,27,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_28.csv,pure_water,4,60,28,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_29.csv,pure_water,4,60,29,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_30.csv,pure_water,4,60,30,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_31.csv,pure_water,4,60,31,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_32.csv,pure_water,4,60,32,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_33.csv,pure_water,4,60,33,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_34.csv,pure_water,4,60,34,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_35.csv,pure_water,4,60,35,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_36.csv,pure_water,4,60,36,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_37.csv,pure_water,4,60,37,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_38.csv,pure_water,4,60,38,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_39.csv,pure_water,4,60,39,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_40.csv,pure_water,4,60,40,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_41.csv,pure_water,4,60,41,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_42.csv,pure_water,4,60,42,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_43.csv,pure_water,4,60,43,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_44.csv,pure_water,4,60,44,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_45.csv,pure_water,4,60,45,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_46.csv,pure_water,4,60,46,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_47.csv,pure_water,4,60,47,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_48.csv,pure_water,4,60,48,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_49.csv,pure_water,4,60,49,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_50.csv,pure_water,4,60,50,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_51.csv,pure_water,4,60,51,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_52.csv,pure_water,4,60,52,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_53.csv,pure_water,4,60,53,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_54.csv,pure_water,4,60,54,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_55.csv,pure_water,4,60,55,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_56.csv,pure_water,4,60,56,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_57.csv,pure_water,4,60,57,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_58.csv,pure_water,4,60,58,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_59.csv,pure_water,4,60,59,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_60.csv,pure_water,4,60,60,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_61.csv,pure_water,4,60,61,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_62.csv,pure_water,4,60,62,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_63.csv,pure_water,4,60,63,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/60% breakdown/0_6breakdown-0003/0_6breakdown-0003_64.csv,pure_water,4,60,64,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_01.csv,pure_water,4,75,1,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_02.csv,pure_water,4,75,2,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_03.csv,pure_water,4,75,3,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_04.csv,pure_water,4,75,4,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_05.csv,pure_water,4,75,5,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_06.csv,pure_water,4,75,6,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_07.csv,pure_water,4,75,7,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_08.csv,pure_water,4,75,8,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_09.csv,pure_water,4,75,9,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_10.csv,pure_water,4,75,10,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_11.csv,pure_water,4,75,11,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_12.csv,pure_water,4,75,12,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_13.csv,pure_water,4,75,13,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_14.csv,pure_water,4,75,14,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_15.csv,pure_water,4,75,15,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_16.csv,pure_water,4,75,16,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_17.csv,pure_water,4,75,17,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_18.csv,pure_water,4,75,18,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_19.csv,pure_water,4,75,19,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_20.csv,pure_water,4,75,20,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_21.csv,pure_water,4,75,21,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_22.csv,pure_water,4,75,22,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_23.csv,pure_water,4,75,23,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_24.csv,pure_water,4,75,24,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_25.csv,pure_water,4,75,25,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_26.csv,pure_water,4,75,26,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_27.csv,pure_water,4,75,27,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_28.csv,pure_water,4,75,28,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_29.csv,pure_water,4,75,29,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_30.csv,pure_water,4,75,30,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_31.csv,pure_water,4,75,31,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_32.csv,pure_water,4,75,32,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_33.csv,pure_water,4,75,33,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_34.csv,pure_water,4,75,34,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_35.csv,pure_water,4,75,35,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_36.csv,pure_water,4,75,36,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_37.csv,pure_water,4,75,37,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_38.csv,pure_water,4,75,38,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_39.csv,pure_water,4,75,39,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_40.csv,pure_water,4,75,40,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_41.csv,pure_water,4,75,41,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_42.csv,pure_water,4,75,42,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_43.csv,pure_water,4,75,43,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_44.csv,pure_water,4,75,44,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_45.csv,pure_water,4,75,45,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_46.csv,pure_water,4,75,46,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_47.csv,pure_water,4,75,47,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_48.csv,pure_water,4,75,48,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_49.csv,pure_water,4,75,49,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_50.csv,pure_water,4,75,50,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_51.csv,pure_water,4,75,51,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_52.csv,pure_water,4,75,52,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_53.csv,pure_water,4,75,53,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_54.csv,pure_water,4,75,54,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_55.csv,pure_water,4,75,55,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_56.csv,pure_water,4,75,56,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_57.csv,pure_water,4,75,57,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_58.csv,pure_water,4,75,58,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_59.csv,pure_water,4,75,59,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_60.csv,pure_water,4,75,60,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_61.csv,pure_water,4,75,61,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_62.csv,pure_water,4,75,62,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_63.csv,pure_water,4,75,63,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/75% breakdown/0_75breakdown-0004/0_75breakdown-0004_64.csv,pure_water,4,75,64,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_01.csv,pure_water,4,90,1,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_02.csv,pure_water,4,90,2,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_03.csv,pure_water,4,90,3,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_04.csv,pure_water,4,90,4,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_05.csv,pure_water,4,90,5,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_06.csv,pure_water,4,90,6,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_07.csv,pure_water,4,90,7,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_08.csv,pure_water,4,90,8,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_09.csv,pure_water,4,90,9,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_10.csv,pure_water,4,90,10,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_11.csv,pure_water,4,90,11,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_12.csv,pure_water,4,90,12,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_13.csv,pure_water,4,90,13,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_14.csv,pure_water,4,90,14,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_15.csv,pure_water,4,90,15,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_16.csv,pure_water,4,90,16,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_17.csv,pure_water,4,90,17,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_18.csv,pure_water,4,90,18,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_19.csv,pure_water,4,90,19,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_20.csv,pure_water,4,90,20,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_21.csv,pure_water,4,90,21,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_22.csv,pure_water,4,90,22,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_23.csv,pure_water,4,90,23,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_24.csv,pure_water,4,90,24,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_25.csv,pure_water,4,90,25,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_26.csv,pure_water,4,90,26,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_27.csv,pure_water,4,90,27,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_28.csv,pure_water,4,90,28,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_29.csv,pure_water,4,90,29,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_30.csv,pure_water,4,90,30,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_31.csv,pure_water,4,90,31,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_32.csv,pure_water,4,90,32,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_33.csv,pure_water,4,90,33,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_34.csv,pure_water,4,90,34,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_35.csv,pure_water,4,90,35,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_36.csv,pure_water,4,90,36,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_37.csv,pure_water,4,90,37,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_38.csv,pure_water,4,90,38,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_39.csv,pure_water,4,90,39,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_40.csv,pure_water,4,90,40,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_41.csv,pure_water,4,90,41,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_42.csv,pure_water,4,90,42,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_43.csv,pure_water,4,90,43,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_44.csv,pure_water,4,90,44,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_45.csv,pure_water,4,90,45,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_46.csv,pure_water,4,90,46,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_47.csv,pure_water,4,90,47,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_48.csv,pure_water,4,90,48,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_49.csv,pure_water,4,90,49,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_50.csv,pure_water,4,90,50,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_51.csv,pure_water,4,90,51,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_52.csv,pure_water,4,90,52,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_53.csv,pure_water,4,90,53,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_54.csv,pure_water,4,90,54,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_55.csv,pure_water,4,90,55,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_56.csv,pure_water,4,90,56,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_57.csv,pure_water,4,90,57,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_58.csv,pure_water,4,90,58,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_59.csv,pure_water,4,90,59,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_60.csv,pure_water,4,90,60,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_61.csv,pure_water,4,90,61,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_62.csv,pure_water,4,90,62,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_63.csv,pure_water,4,90,63,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/90% breakdown/0_9breakdown-0005/0_9breakdown-0005_64.csv,pure_water,4,90,64,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_01.csv,pure_water,4,100,1,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_02.csv,pure_water,4,100,2,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_03.csv,pure_water,4,100,3,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_04.csv,pure_water,4,100,4,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_05.csv,pure_water,4,100,5,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_06.csv,pure_water,4,100,6,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_07.csv,pure_water,4,100,7,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_08.csv,pure_water,4,100,8,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_09.csv,pure_water,4,100,9,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_10.csv,pure_water,4,100,10,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_11.csv,pure_water,4,100,11,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_12.csv,pure_water,4,100,12,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_13.csv,pure_water,4,100,13,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_14.csv,pure_water,4,100,14,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_15.csv,pure_water,4,100,15,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_16.csv,pure_water,4,100,16,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_17.csv,pure_water,4,100,17,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_18.csv,pure_water,4,100,18,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_19.csv,pure_water,4,100,19,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_20.csv,pure_water,4,100,20,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_21.csv,pure_water,4,100,21,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_22.csv,pure_water,4,100,22,True
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_23.csv,pure_water,4,100,23,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_24.csv,pure_water,4,100,24,False
Lissajouswaveformsdifferentmediums/pure water/4 kHz/breakdown/breakdown/breakdown_25.csv,pure_water,4,100,25,False
